Archive_Date,Specialty_HIPE,Speciality,Adult_Child,Age_Profile,Time_Bands,Total
2/28/2021,2605,Breast Surgery,Adult,65+, 3-6 Months,12
2/28/2021,7800,Urology,Adult,16-64, 0-3 Months,378
2/28/2021,7800,Urology,Adult,16-64, 9-12 Months,112
2/28/2021,7800,Urology,Adult,16-64,18 Months +,3
2/28/2021,7800,Urology,Adult,65+, 3-6 Months,81
2/28/2021,7800,Urology,Adult,65+, 6-9 Months,51
2/28/2021,7800,Urology,Adult,65+,12-15 Months,54
2/28/2021,7900,Clinical Immunology,Adult,16-64, 0-3 Months,106
2/28/2021,8003,Pain Relief,Adult,65+,15-18 Months,18
3/31/2021,2200,Radiology,Adult,16-64,18 Months +,2
3/31/2021,2200,Radiology,Adult,65+, 3-6 Months,1
3/31/2021,2200,Radiology,Adult,65+,12-15 Months,2
3/31/2021,2300,Nephrology,Adult,16-64, 0-3 Months,50
3/31/2021,2300,Nephrology,Adult,16-64, 3-6 Months,25
3/31/2021,2300,Nephrology,Adult,16-64,12-15 Months,2
3/31/2021,2300,Nephrology,Adult,65+, 6-9 Months,3
3/31/2021,2400,Respiratory Medicine,Adult,0-15, 3-6 Months,2
3/31/2021,2400,Respiratory Medicine,Adult,0-15,12-15 Months,1
3/31/2021,2400,Respiratory Medicine,Adult,16-64, 9-12 Months,44
3/31/2021,2500,Rheumatology,Adult,16-64, 0-3 Months,183
3/31/2021,2500,Rheumatology,Adult,16-64, 6-9 Months,137
3/31/2021,2500,Rheumatology,Adult,16-64,15-18 Months,119
3/31/2021,2500,Rheumatology,Adult,65+, 3-6 Months,72
3/31/2021,2500,Rheumatology,Adult,65+,12-15 Months,36
3/31/2021,2600,General Surgery,Adult,0-15, 0-3 Months,9
3/31/2021,2604,Vascular Surgery,Adult,16-64, 3-6 Months,150
3/31/2021,2604,Vascular Surgery,Adult,16-64,12-15 Months,96
3/31/2021,2604,Vascular Surgery,Adult,65+, 9-12 Months,59
3/31/2021,2700,Infectious Diseases,Adult,16-64, 9-12 Months,2
3/31/2021,6200,Clinical Neurophysiology,Adult,16-64, 0-3 Months,11
3/31/2021,7600,Cardio-Thoracic Surgery,Adult,16-64,18 Months +,9
3/31/2021,7600,Cardio-Thoracic Surgery,Adult,65+, 0-3 Months,33
3/31/2021,7600,Cardio-Thoracic Surgery,Adult,65+,15-18 Months,3
3/31/2021,7700,Metabolic Medicine,Adult,16-64, 6-9 Months,15
3/31/2021,7700,Metabolic Medicine,Adult,16-64,12-15 Months,14
3/31/2021,7700,Metabolic Medicine,Adult,16-64,15-18 Months,9
3/31/2021,7700,Metabolic Medicine,Adult,65+, 9-12 Months,1
3/31/2021,7800,Urology,Adult,16-64, 0-3 Months,398
3/31/2021,7800,Urology,Adult,16-64, 6-9 Months,199
3/31/2021,7800,Urology,Adult,16-64,15-18 Months,203
3/31/2021,7800,Urology,Adult,16-64,18 Months +,1328
3/31/2021,7800,Urology,Adult,65+, 3-6 Months,161
3/31/2021,7800,Urology,Adult,65+,12-15 Months,91
3/31/2021,8003,Pain Relief,Adult,16-64, 9-12 Months,87
3/31/2021,8003,Pain Relief,Adult,65+,18 Months +,107
3/31/2021,0,Small Volume Specialities,Adult,65+, 3-6 Months,1
3/31/2021,100,Cardiology,Adult,0-15,15-18 Months,1
3/31/2021,100,Cardiology,Adult,65+, 9-12 Months,46
3/31/2021,100,Cardiology,Adult,65+,18 Months +,263
3/31/2021,300,Dermatology,Adult,0-15,18 Months +,1
3/31/2021,300,Dermatology,Adult,16-64, 0-3 Months,585
3/31/2021,300,Dermatology,Adult,16-64,18 Months +,213
3/31/2021,300,Dermatology,Adult,65+, 3-6 Months,116
3/31/2021,300,Dermatology,Adult,65+, 6-9 Months,77
3/31/2021,300,Dermatology,Adult,65+,12-15 Months,51
3/31/2021,300,Dermatology,Adult,65+,15-18 Months,33
3/31/2021,400,Endocrinology,Adult,16-64,18 Months +,198
3/31/2021,400,Endocrinology,Adult,65+, 0-3 Months,32
3/31/2021,2300,Nephrology,Adult,65+,18 Months +,41
3/31/2021,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,72
3/31/2021,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,105
3/31/2021,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,81
3/31/2021,2400,Respiratory Medicine,Adult,16-64,12-15 Months,92
3/31/2021,2400,Respiratory Medicine,Adult,16-64,15-18 Months,107
3/31/2021,2400,Respiratory Medicine,Child,0-15, 6-9 Months,1
3/31/2021,2500,Rheumatology,Adult,16-64,18 Months +,191
3/31/2021,2500,Rheumatology,Adult,65+, 0-3 Months,66
3/31/2021,2500,Rheumatology,Adult,65+, 3-6 Months,51
3/31/2021,2500,Rheumatology,Adult,65+,12-15 Months,3
3/31/2021,2500,Rheumatology,Child,0-15,18 Months +,1
3/31/2021,2600,General Surgery,Adult,16-64, 0-3 Months,99
3/31/2021,2600,General Surgery,Adult,16-64, 3-6 Months,125
3/31/2021,2600,General Surgery,Adult,16-64,12-15 Months,78
3/31/2021,2600,General Surgery,Adult,16-64,15-18 Months,86
3/31/2021,2600,General Surgery,Adult,65+, 9-12 Months,25
3/31/2021,2600,General Surgery,Child,0-15, 3-6 Months,8
3/31/2021,2600,General Surgery,Child,0-15,12-15 Months,5
3/31/2021,2604,Vascular Surgery,Adult,16-64, 0-3 Months,78
3/31/2021,2604,Vascular Surgery,Adult,16-64,18 Months +,72
3/31/2021,2604,Vascular Surgery,Adult,65+, 3-6 Months,81
3/31/2021,2604,Vascular Surgery,Adult,65+, 6-9 Months,64
3/31/2021,2604,Vascular Surgery,Adult,65+,12-15 Months,45
3/31/2021,2604,Vascular Surgery,Adult,65+,15-18 Months,29
3/31/2021,2604,Vascular Surgery,Child,0-15, 0-3 Months,1
3/31/2021,2604,Vascular Surgery,Child,0-15, 3-6 Months,1
3/31/2021,2605,Breast Surgery,Adult,16-64, 3-6 Months,485
3/31/2021,2605,Breast Surgery,Adult,16-64,12-15 Months,314
3/31/2021,2605,Breast Surgery,Adult,65+, 9-12 Months,25
3/31/2021,2605,Breast Surgery,Child,0-15, 3-6 Months,4
3/31/2021,2605,Breast Surgery,Child,0-15,12-15 Months,3
3/31/2021,7800,Urology,Adult,16-64,18 Months +,319
3/31/2021,7800,Urology,Adult,65+, 0-3 Months,147
3/31/2021,7800,Urology,Child,0-15,18 Months +,50
3/31/2021,8003,Pain Relief,Adult,16-64, 0-3 Months,70
3/31/2021,8003,Pain Relief,Adult,16-64, 3-6 Months,81
3/31/2021,8003,Pain Relief,Adult,16-64, 6-9 Months,71
3/31/2021,8003,Pain Relief,Adult,16-64,15-18 Months,61
3/31/2021,100,Cardiology,Adult,16-64, 9-12 Months,27
3/31/2021,100,Cardiology,Adult,65+,18 Months +,110
3/31/2021,400,Endocrinology,Adult,16-64,18 Months +,62
3/31/2021,400,Endocrinology,Adult,65+, 0-3 Months,3
3/31/2021,400,Endocrinology,Adult,65+, 3-6 Months,3
3/31/2021,400,Endocrinology,Adult,65+, 6-9 Months,6
3/31/2021,400,Endocrinology,Adult,65+,12-15 Months,1
3/31/2021,400,Endocrinology,Adult,65+,15-18 Months,7
3/31/2021,402,Diabetes Mellitus,Adult,16-64, 9-12 Months,7
3/31/2021,700,Gastro-Enterology,Adult,16-64, 0-3 Months,38
3/31/2021,700,Gastro-Enterology,Adult,16-64, 3-6 Months,29
3/31/2021,700,Gastro-Enterology,Adult,16-64, 6-9 Months,31
3/31/2021,700,Gastro-Enterology,Adult,16-64,12-15 Months,16
3/31/2021,700,Gastro-Enterology,Adult,16-64,15-18 Months,14
3/31/2021,700,Gastro-Enterology,Child,0-15, 0-3 Months,1
3/31/2021,1503,Gynaecology,Adult,65+, 0-3 Months,20
3/31/2021,1503,Gynaecology,Adult,65+,18 Months +,3
3/31/2021,1900,Paediatrics,Adult,16-64, 0-3 Months,3
3/31/2021,1900,Paediatrics,Adult,16-64, 3-6 Months,2
3/31/2021,1900,Paediatrics,Adult,16-64, 6-9 Months,2
3/31/2021,1900,Paediatrics,Child,0-15, 0-3 Months,100
3/31/2021,2400,Respiratory Medicine,Adult,65+, 0-3 Months,34
3/31/2021,2400,Respiratory Medicine,Adult,65+, 6-9 Months,19
3/31/2021,2400,Respiratory Medicine,Adult,65+,15-18 Months,24
3/31/2021,2400,Respiratory Medicine,Adult,65+,18 Months +,6
3/31/2021,2600,General Surgery,Adult,16-64, 9-12 Months,38
3/31/2021,2600,General Surgery,Adult,65+, 0-3 Months,90
3/31/2021,2600,General Surgery,Adult,65+, 3-6 Months,89
3/31/2021,2600,General Surgery,Adult,65+,12-15 Months,7
3/31/2021,2600,General Surgery,Child,0-15, 0-3 Months,42
3/31/2021,2602,Gastro-Intestinal Surgery,Adult,16-64, 3-6 Months,3
3/31/2021,5000,General Medicine,Adult,16-64, 0-3 Months,40
3/31/2021,5000,General Medicine,Adult,16-64, 3-6 Months,51
3/31/2021,5000,General Medicine,Adult,16-64, 6-9 Months,31
3/31/2021,5000,General Medicine,Adult,16-64,12-15 Months,14
3/31/2021,5000,General Medicine,Adult,16-64,15-18 Months,7
3/31/2021,5000,General Medicine,Adult,65+, 9-12 Months,7
3/31/2021,600,Otolaryngology (ENT),Adult,16-64, 0-3 Months,75
3/31/2021,600,Otolaryngology (ENT),Adult,16-64,18 Months +,124
3/31/2021,600,Otolaryngology (ENT),Adult,65+, 3-6 Months,12
3/31/2021,600,Otolaryngology (ENT),Adult,65+, 6-9 Months,16
3/31/2021,600,Otolaryngology (ENT),Adult,65+,12-15 Months,6
3/31/2021,600,Otolaryngology (ENT),Adult,65+,15-18 Months,3
3/31/2021,600,Otolaryngology (ENT),Child,0-15, 0-3 Months,25
3/31/2021,600,Otolaryngology (ENT),Child,0-15,15-18 Months,24
3/31/2021,600,Otolaryngology (ENT),Child,0-15,18 Months +,51
3/31/2021,700,Gastro-Enterology,Adult,16-64, 6-9 Months,40
3/31/2021,700,Gastro-Enterology,Adult,65+, 9-12 Months,1
3/31/2021,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,15
3/31/2021,2400,Respiratory Medicine,Adult,16-64,18 Months +,29
3/31/2021,2400,Respiratory Medicine,Adult,65+, 3-6 Months,9
3/31/2021,2400,Respiratory Medicine,Adult,65+, 6-9 Months,11
3/31/2021,2400,Respiratory Medicine,Adult,65+,12-15 Months,4
3/31/2021,2400,Respiratory Medicine,Adult,65+,15-18 Months,3
3/31/2021,2600,General Surgery,Adult,16-64,18 Months +,60
3/31/2021,2600,General Surgery,Adult,65+, 0-3 Months,90
3/31/2021,2600,General Surgery,Adult,65+, 3-6 Months,49
3/31/2021,2600,General Surgery,Adult,65+, 6-9 Months,31
3/31/2021,2600,General Surgery,Adult,65+,12-15 Months,28
3/31/2021,2600,General Surgery,Adult,65+,15-18 Months,12
3/31/2021,2600,General Surgery,Child,0-15, 0-3 Months,6
3/31/2021,2600,General Surgery,Child,0-15, 3-6 Months,2
3/31/2021,2600,General Surgery,Child,0-15, 6-9 Months,4
3/31/2021,2600,General Surgery,Child,0-15,12-15 Months,4
3/31/2021,5000,General Medicine,Adult,16-64,15-18 Months,24
3/31/2021,5000,General Medicine,Adult,65+, 9-12 Months,18
3/31/2021,300,Dermatology,Adult,0-15, 0-3 Months,2
3/31/2021,300,Dermatology,Adult,0-15, 3-6 Months,2
3/31/2021,300,Dermatology,Adult,0-15, 6-9 Months,3
3/31/2021,300,Dermatology,Adult,16-64, 3-6 Months,26
3/31/2021,300,Dermatology,Adult,16-64,12-15 Months,10
3/31/2021,300,Dermatology,Adult,65+, 9-12 Months,1
3/31/2021,1800,Orthopaedics,Adult,16-64, 0-3 Months,12
3/31/2021,1800,Orthopaedics,Adult,16-64,18 Months +,108
3/31/2021,1800,Orthopaedics,Adult,65+, 3-6 Months,21
3/31/2021,1800,Orthopaedics,Adult,65+, 6-9 Months,37
3/31/2021,1800,Orthopaedics,Adult,65+,12-15 Months,26
3/31/2021,1800,Orthopaedics,Adult,65+,15-18 Months,24
3/31/2021,2600,General Surgery,Adult,0-15, 6-9 Months,3
3/31/2021,2600,General Surgery,Adult,16-64, 0-3 Months,89
3/31/2021,2600,General Surgery,Adult,16-64, 3-6 Months,68
3/31/2021,2600,General Surgery,Adult,16-64,12-15 Months,17
3/31/2021,2600,General Surgery,Adult,16-64,15-18 Months,16
3/31/2021,2600,General Surgery,Adult,65+, 6-9 Months,34
3/31/2021,2600,General Surgery,Adult,65+, 9-12 Months,5
3/31/2021,5000,General Medicine,Adult,16-64, 9-12 Months,38
3/31/2021,100,Cardiology,Adult,16-64, 3-6 Months,287
3/31/2021,100,Cardiology,Adult,16-64, 6-9 Months,193
3/31/2021,100,Cardiology,Adult,16-64,12-15 Months,120
3/31/2021,100,Cardiology,Adult,16-64,15-18 Months,75
3/31/2021,100,Cardiology,Adult,65+, 9-12 Months,15
3/31/2021,100,Cardiology,Child,0-15,12-15 Months,1
3/31/2021,300,Dermatology,Adult,65+, 0-3 Months,10
3/31/2021,400,Endocrinology,Adult,16-64, 9-12 Months,48
3/31/2021,400,Endocrinology,Adult,65+, 3-6 Months,29
3/31/2021,400,Endocrinology,Adult,65+,12-15 Months,19
3/31/2021,400,Endocrinology,Adult,65+,18 Months +,38
3/31/2021,402,Diabetes Mellitus,Adult,16-64, 0-3 Months,51
3/31/2021,402,Diabetes Mellitus,Adult,16-64,15-18 Months,57
3/31/2021,402,Diabetes Mellitus,Adult,65+, 9-12 Months,7
3/31/2021,600,Otolaryngology (ENT),Adult,16-64, 9-12 Months,9
3/31/2021,600,Otolaryngology (ENT),Child,0-15, 9-12 Months,9
3/31/2021,700,Gastro-Enterology,Adult,16-64,18 Months +,255
3/31/2021,700,Gastro-Enterology,Adult,65+, 0-3 Months,61
3/31/2021,700,Gastro-Enterology,Adult,65+, 6-9 Months,26
3/31/2021,700,Gastro-Enterology,Adult,65+,15-18 Months,34
3/31/2021,900,Geriatric Medicine,Adult,65+, 0-3 Months,65
3/31/2021,900,Geriatric Medicine,Adult,65+, 3-6 Months,87
3/31/2021,900,Geriatric Medicine,Adult,65+, 6-9 Months,39
3/31/2021,1100,Haematology,Adult,16-64, 0-3 Months,113
3/31/2021,1100,Haematology,Adult,16-64,15-18 Months,1
3/31/2021,1100,Haematology,Adult,65+, 6-9 Months,6
3/31/2021,400,Endocrinology,Adult,65+, 3-6 Months,28
3/31/2021,400,Endocrinology,Adult,65+,12-15 Months,10
3/31/2021,400,Endocrinology,Adult,65+,15-18 Months,20
3/31/2021,600,Otolaryngology (ENT),Adult,65+, 0-3 Months,82
3/31/2021,700,Gastro-Enterology,Adult,16-64, 0-3 Months,294
3/31/2021,700,Gastro-Enterology,Adult,16-64,15-18 Months,53
3/31/2021,700,Gastro-Enterology,Adult,65+, 6-9 Months,32
3/31/2021,900,Geriatric Medicine,Adult,65+, 0-3 Months,110
3/31/2021,900,Geriatric Medicine,Adult,65+, 3-6 Months,19
3/31/2021,900,Geriatric Medicine,Adult,65+,12-15 Months,4
3/31/2021,1100,Haematology,Adult,16-64, 3-6 Months,96
3/31/2021,1100,Haematology,Adult,16-64, 6-9 Months,46
3/31/2021,1100,Haematology,Adult,16-64,12-15 Months,52
3/31/2021,1100,Haematology,Adult,16-64,15-18 Months,32
3/31/2021,1300,Neurology,Adult,0-15, 0-3 Months,1
3/31/2021,1300,Neurology,Adult,16-64, 3-6 Months,285
3/31/2021,1300,Neurology,Adult,16-64, 6-9 Months,135
3/31/2021,1300,Neurology,Adult,16-64,12-15 Months,191
3/31/2021,1300,Neurology,Adult,16-64,15-18 Months,168
3/31/2021,1503,Gynaecology,Adult,16-64, 9-12 Months,18
3/31/2021,1503,Gynaecology,Adult,65+, 0-3 Months,26
3/31/2021,1503,Gynaecology,Adult,65+,18 Months +,2
3/31/2021,1600,Oncology,Adult,65+, 0-3 Months,9
3/31/2021,1600,Oncology,Adult,65+, 3-6 Months,2
3/31/2021,1700,Ophthalmology,Adult,16-64, 9-12 Months,3
3/31/2021,1800,Orthopaedics,Adult,0-15, 3-6 Months,1
3/31/2021,1800,Orthopaedics,Adult,16-64, 9-12 Months,206
3/31/2021,2000,Plastic Surgery,Adult,0-15,18 Months +,1
3/31/2021,2000,Plastic Surgery,Adult,16-64, 0-3 Months,184
3/31/2021,2000,Plastic Surgery,Adult,16-64,15-18 Months,121
3/31/2021,2000,Plastic Surgery,Adult,16-64,18 Months +,348
3/31/2021,2000,Plastic Surgery,Adult,65+, 3-6 Months,75
3/31/2021,2000,Plastic Surgery,Adult,65+, 6-9 Months,74
3/31/2021,2000,Plastic Surgery,Adult,65+,12-15 Months,24
3/31/2021,2100,Psychiatry,Adult,16-64, 0-3 Months,24
3/31/2021,2400,Respiratory Medicine,Adult,65+, 0-3 Months,102
3/31/2021,2400,Respiratory Medicine,Adult,65+,15-18 Months,53
3/31/2021,2400,Respiratory Medicine,Adult,65+,18 Months +,166
3/31/2021,2500,Rheumatology,Adult,0-15,15-18 Months,1
3/31/2021,2500,Rheumatology,Adult,16-64, 3-6 Months,197
3/31/2021,2500,Rheumatology,Adult,16-64,12-15 Months,151
3/31/2021,2500,Rheumatology,Adult,65+, 9-12 Months,24
3/31/2021,2600,General Surgery,Adult,16-64, 9-12 Months,9
3/31/2021,2600,General Surgery,Adult,65+,12-15 Months,5
3/31/2021,2604,Vascular Surgery,Adult,16-64, 9-12 Months,29
3/31/2021,2700,Infectious Diseases,Adult,65+, 0-3 Months,12
3/31/2021,3000,Rehabilitation Medicine,Adult,65+, 0-3 Months,1
3/31/2021,7600,Cardio-Thoracic Surgery,Adult,16-64, 0-3 Months,8
3/31/2021,7800,Urology,Adult,0-15,12-15 Months,1
3/31/2021,7800,Urology,Adult,16-64, 3-6 Months,149
2/28/2021,8003,Pain Relief,Child,0-15, 3-6 Months,1
2/28/2021,1503,Gynaecology,Adult,16-64, 3-6 Months,1012
2/28/2021,1503,Gynaecology,Adult,16-64, 6-9 Months,531
2/28/2021,1503,Gynaecology,Adult,16-64, 9-12 Months,168
2/28/2021,1503,Gynaecology,Adult,16-64,12-15 Months,95
2/28/2021,100,Cardiology,Adult,16-64,18 Months +,216
2/28/2021,100,Cardiology,Adult,65+, 0-3 Months,111
2/28/2021,100,Cardiology,Adult,65+, 6-9 Months,101
2/28/2021,100,Cardiology,Adult,65+, 9-12 Months,38
2/28/2021,100,Cardiology,Adult,65+,12-15 Months,73
2/28/2021,300,Dermatology,Adult,65+, 6-9 Months,32
2/28/2021,300,Dermatology,Adult,65+, 9-12 Months,21
2/28/2021,600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,183
2/28/2021,600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,105
2/28/2021,600,Otolaryngology (ENT),Adult,16-64,12-15 Months,170
2/28/2021,700,Gastro-Enterology,Adult,16-64, 0-3 Months,134
2/28/2021,700,Gastro-Enterology,Adult,16-64, 3-6 Months,84
2/28/2021,700,Gastro-Enterology,Adult,16-64, 9-12 Months,33
2/28/2021,700,Gastro-Enterology,Adult,16-64,12-15 Months,14
2/28/2021,900,Geriatric Medicine,Adult,65+, 3-6 Months,29
2/28/2021,1100,Haematology,Adult,16-64,15-18 Months,48
2/28/2021,1100,Haematology,Adult,16-64,18 Months +,48
2/28/2021,1100,Haematology,Adult,65+, 0-3 Months,39
2/28/2021,1100,Haematology,Adult,65+, 3-6 Months,28
2/28/2021,1100,Haematology,Adult,65+,12-15 Months,11
2/28/2021,1300,Neurology,Adult,16-64,15-18 Months,54
2/28/2021,1300,Neurology,Adult,16-64,18 Months +,263
2/28/2021,1300,Neurology,Adult,65+, 0-3 Months,7
2/28/2021,1300,Neurology,Adult,65+, 3-6 Months,14
2/28/2021,1300,Neurology,Adult,65+,12-15 Months,9
2/28/2021,1503,Gynaecology,Adult,16-64,15-18 Months,79
2/28/2021,1503,Gynaecology,Adult,65+, 0-3 Months,30
2/28/2021,1503,Gynaecology,Adult,65+,18 Months +,89
2/28/2021,1503,Gynaecology,Child,0-15, 3-6 Months,3
2/28/2021,1600,Oncology,Adult,16-64, 0-3 Months,8
2/28/2021,1600,Oncology,Adult,65+, 3-6 Months,4
2/28/2021,1800,Orthopaedics,Adult,65+,18 Months +,249
2/28/2021,1800,Orthopaedics,Child,0-15, 0-3 Months,35
2/28/2021,1800,Orthopaedics,Child,0-15, 6-9 Months,8
2/28/2021,1800,Orthopaedics,Child,0-15, 9-12 Months,12
2/28/2021,1900,Paediatrics,Adult,16-64, 0-3 Months,1
2/28/2021,1900,Paediatrics,Adult,16-64, 3-6 Months,2
2/28/2021,1900,Paediatrics,Adult,16-64,12-15 Months,3
2/28/2021,1900,Paediatrics,Child,0-15,15-18 Months,13
2/28/2021,2003,Maxillo-Facial,Adult,65+,15-18 Months,14
2/28/2021,2003,Maxillo-Facial,Child,0-15, 0-3 Months,10
2/28/2021,2003,Maxillo-Facial,Child,0-15, 3-6 Months,12
2/28/2021,2003,Maxillo-Facial,Child,0-15,12-15 Months,10
2/28/2021,2300,Nephrology,Adult,16-64, 9-12 Months,7
2/28/2021,2300,Nephrology,Adult,16-64,15-18 Months,2
3/31/2021,7800,Urology,Adult,16-64,12-15 Months,79
3/31/2021,7800,Urology,Adult,65+, 9-12 Months,13
3/31/2021,8003,Pain Relief,Adult,65+, 0-3 Months,43
3/31/2021,300,Dermatology,Adult,0-15, 0-3 Months,1
3/31/2021,300,Dermatology,Adult,16-64, 0-3 Months,76
3/31/2021,300,Dermatology,Adult,16-64, 6-9 Months,35
3/31/2021,400,Endocrinology,Adult,16-64, 0-3 Months,17
3/31/2021,400,Endocrinology,Adult,65+, 6-9 Months,1
3/31/2021,402,Diabetes Mellitus,Adult,65+, 0-3 Months,16
3/31/2021,402,Diabetes Mellitus,Adult,65+,18 Months +,1
3/31/2021,600,Otolaryngology (ENT),Adult,16-64,18 Months +,82
3/31/2021,600,Otolaryngology (ENT),Adult,65+, 3-6 Months,18
3/31/2021,600,Otolaryngology (ENT),Adult,65+, 6-9 Months,42
3/31/2021,600,Otolaryngology (ENT),Adult,65+,12-15 Months,10
3/31/2021,700,Gastro-Enterology,Adult,16-64, 6-9 Months,26
3/31/2021,700,Gastro-Enterology,Adult,16-64,12-15 Months,4
3/31/2021,700,Gastro-Enterology,Adult,16-64,15-18 Months,3
3/31/2021,1503,Gynaecology,Adult,65+, 0-3 Months,27
3/31/2021,1503,Gynaecology,Adult,65+, 3-6 Months,27
3/31/2021,1503,Gynaecology,Adult,65+, 6-9 Months,19
3/31/2021,1503,Gynaecology,Adult,65+,12-15 Months,35
3/31/2021,1503,Gynaecology,Adult,65+,18 Months +,82
3/31/2021,1700,Ophthalmology,Adult,0-15, 9-12 Months,48
3/31/2021,1700,Ophthalmology,Adult,65+, 0-3 Months,8
3/31/2021,1700,Ophthalmology,Adult,65+,15-18 Months,2
3/31/2021,1800,Orthopaedics,Adult,65+, 0-3 Months,13
3/31/2021,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,7
3/31/2021,2600,General Surgery,Adult,16-64,18 Months +,108
3/31/2021,2600,General Surgery,Adult,65+, 0-3 Months,42
3/31/2021,2600,General Surgery,Adult,65+, 3-6 Months,32
3/31/2021,2600,General Surgery,Adult,65+, 6-9 Months,11
3/31/2021,2600,General Surgery,Adult,65+,12-15 Months,28
3/31/2021,2600,General Surgery,Adult,65+,15-18 Months,27
3/31/2021,2604,Vascular Surgery,Adult,65+, 0-3 Months,34
3/31/2021,600,Otolaryngology (ENT),Adult,65+, 9-12 Months,65
3/31/2021,600,Otolaryngology (ENT),Adult,65+,18 Months +,430
3/31/2021,600,Otolaryngology (ENT),Child,0-15, 9-12 Months,25
3/31/2021,1700,Ophthalmology,Adult,16-64, 6-9 Months,330
3/31/2021,1700,Ophthalmology,Adult,65+, 9-12 Months,149
3/31/2021,1700,Ophthalmology,Child,0-15, 9-12 Months,23
3/31/2021,0,Small Volume Specialities,Adult,16-64, 0-3 Months,1
3/31/2021,1800,Orthopaedics,Adult,16-64, 0-3 Months,669
3/31/2021,1800,Orthopaedics,Adult,16-64,18 Months +,37
3/31/2021,1800,Orthopaedics,Adult,65+, 3-6 Months,157
3/31/2021,1800,Orthopaedics,Adult,65+, 6-9 Months,109
3/31/2021,1800,Orthopaedics,Adult,65+,12-15 Months,63
3/31/2021,1800,Orthopaedics,Adult,65+,15-18 Months,18
3/31/2021,1800,Orthopaedics,Child,0-15, 0-3 Months,132
3/31/2021,2500,Rheumatology,Adult,65+, 0-3 Months,7
3/31/2021,2500,Rheumatology,Adult,65+, 3-6 Months,8
3/31/2021,2500,Rheumatology,Adult,65+,12-15 Months,1
3/31/2021,2500,Rheumatology,Adult,65+,15-18 Months,1
3/31/2021,1100,Haematology,Child,0-15, 0-3 Months,19
3/31/2021,1100,Haematology,Child,0-15, 3-6 Months,12
3/31/2021,1100,Haematology,Child,0-15, 6-9 Months,6
3/31/2021,1300,Neurology,Adult,16-64, 0-3 Months,342
3/31/2021,1300,Neurology,Adult,16-64,15-18 Months,228
3/31/2021,1300,Neurology,Adult,16-64,18 Months +,70
3/31/2021,1300,Neurology,Adult,65+, 3-6 Months,71
3/31/2021,1300,Neurology,Adult,65+, 6-9 Months,63
3/31/2021,1300,Neurology,Adult,65+,12-15 Months,42
3/31/2021,1300,Neurology,Child,0-15, 0-3 Months,3
3/31/2021,1300,Neurology,Child,0-15, 3-6 Months,4
3/31/2021,1300,Neurology,Child,0-15, 6-9 Months,3
3/31/2021,1302,Paediatric Neurology,Adult,16-64,18 Months +,14
3/31/2021,1302,Paediatric Neurology,Child,0-15, 0-3 Months,72
3/31/2021,1302,Paediatric Neurology,Child,0-15,15-18 Months,47
3/31/2021,1302,Paediatric Neurology,Child,0-15,18 Months +,104
3/31/2021,1400,Neurosurgery,Adult,16-64,18 Months +,788
3/31/2021,1400,Neurosurgery,Adult,65+, 0-3 Months,88
3/31/2021,1400,Neurosurgery,Adult,65+, 3-6 Months,103
3/31/2021,1400,Neurosurgery,Adult,65+, 6-9 Months,94
3/31/2021,1400,Neurosurgery,Adult,65+,12-15 Months,79
3/31/2021,1400,Neurosurgery,Child,0-15, 0-3 Months,2
3/31/2021,1600,Oncology,Adult,16-64, 9-12 Months,7
3/31/2021,1600,Oncology,Adult,65+, 3-6 Months,5
3/31/2021,1600,Oncology,Adult,65+,12-15 Months,2
3/31/2021,1700,Ophthalmology,Adult,16-64,15-18 Months,232
3/31/2021,1700,Ophthalmology,Child,0-15, 9-12 Months,68
3/31/2021,1800,Orthopaedics,Adult,16-64, 3-6 Months,74
3/31/2021,1900,Paediatrics,Adult,16-64,18 Months +,1
3/31/2021,1900,Paediatrics,Child,0-15, 0-3 Months,460
3/31/2021,1900,Paediatrics,Child,0-15, 3-6 Months,221
3/31/2021,1900,Paediatrics,Child,0-15,12-15 Months,55
3/31/2021,1905,Paed Endocrinology,Child,0-15,18 Months +,26
3/31/2021,1912,Paediatric Respiratory Medicine,Adult,16-64, 3-6 Months,1
3/31/2021,1912,Paediatric Respiratory Medicine,Adult,16-64, 6-9 Months,2
3/31/2021,1912,Paediatric Respiratory Medicine,Adult,16-64,15-18 Months,1
3/31/2021,1912,Paediatric Respiratory Medicine,Child,0-15, 6-9 Months,9
3/31/2021,2000,Plastic Surgery,Adult,65+, 0-3 Months,82
3/31/2021,2000,Plastic Surgery,Adult,65+, 6-9 Months,33
3/31/2021,2000,Plastic Surgery,Adult,65+,12-15 Months,26
3/31/2021,2000,Plastic Surgery,Adult,65+,15-18 Months,31
3/31/2021,2000,Plastic Surgery,Child,0-15, 3-6 Months,29
3/31/2021,2300,Nephrology,Adult,16-64, 0-3 Months,76
3/31/2021,2300,Nephrology,Adult,16-64, 3-6 Months,40
